"","lon","lat","coord","cover","Region","Realm"
"39145",84.5,18.5,"84.5_18.5",0.27,"Oriental","Oriental"
"39154",93.5,18.5,"93.5_18.5",0.06,"Oriental","Oriental"
"39155",94.5,18.5,"94.5_18.5",0.72,"Oriental","Oriental"
"39156",95.5,18.5,"95.5_18.5",1,"Oriental","Oriental"
"39157",96.5,18.5,"96.5_18.5",1,"Oriental","Oriental"
"39158",97.5,18.5,"97.5_18.5",1,"Oriental","Oriental"
"39159",98.5,18.5,"98.5_18.5",1,"Oriental","Oriental"
"39160",99.5,18.5,"99.5_18.5",1,"Oriental","Oriental"
"39161",100.5,18.5,"100.5_18.5",1,"Oriental","Oriental"
"39162",101.5,18.5,"101.5_18.5",1,"Oriental","Oriental"
"39163",102.5,18.5,"102.5_18.5",1,"Oriental","Oriental"
"39164",103.5,18.5,"103.5_18.5",1,"Oriental","Oriental"
"39165",104.5,18.5,"104.5_18.5",1,"Oriental","Oriental"
"39166",105.5,18.5,"105.5_18.5",0.85,"Oriental","Oriental"
"39167",106.5,18.5,"106.5_18.5",0.09,"Oriental","Oriental"
"39169",108.5,18.5,"108.5_18.5",0.17,"Oriental","Oriental"
"39170",109.5,18.5,"109.5_18.5",0.66,"Oriental","Oriental"
"39171",110.5,18.5,"110.5_18.5",0.17,"Oriental","Oriental"
"39181",120.5,18.5,"120.5_18.5",0.26,"Indo-Malayan","Oriental"
"39182",121.5,18.5,"121.5_18.5",0.55,"Indo-Malayan","Oriental"
"39183",122.5,18.5,"122.5_18.5",0.12,"Indo-Malayan","Oriental"
"39206",145.5,18.5,"145.5_18.5",0.02,"Papua-Melanesian","Oceanian"
"39264",-156.5,19.5,"-156.5_19.5",0.02,"North American","Nearctic"
"39265",-155.5,19.5,"-155.5_19.5",0.78,"North American","Nearctic"
"39266",-154.5,19.5,"-154.5_19.5",0.02,"North American","Nearctic"
"39310",-110.5,19.5,"-110.5_19.5",0.01,"South American","Neotropical"
"39315",-105.5,19.5,"-105.5_19.5",0.16,"Mexican","Nearctic"
"39316",-104.5,19.5,"-104.5_19.5",0.87,"Mexican","Nearctic"
"39317",-103.5,19.5,"-103.5_19.5",1,"Mexican","Nearctic"
"39318",-102.5,19.5,"-102.5_19.5",1,"Mexican","Nearctic"
"39319",-101.5,19.5,"-101.5_19.5",1,"Mexican","Nearctic"
"39320",-100.5,19.5,"-100.5_19.5",1,"Mexican","Nearctic"
"39321",-99.5,19.5,"-99.5_19.5",1,"Mexican","Nearctic"
"39322",-98.5,19.5,"-98.5_19.5",1,"Mexican","Nearctic"
"39323",-97.5,19.5,"-97.5_19.5",1,"Mexican","Nearctic"
"39324",-96.5,19.5,"-96.5_19.5",0.7,"Mexican","Nearctic"
"39329",-91.5,19.5,"-91.5_19.5",0.01,"Panamanian","Panamanian"
"39330",-90.5,19.5,"-90.5_19.5",0.73,"Panamanian","Panamanian"
"39331",-89.5,19.5,"-89.5_19.5",1,"Panamanian","Panamanian"
"39332",-88.5,19.5,"-88.5_19.5",1,"Panamanian","Panamanian"
"39333",-87.5,19.5,"-87.5_19.5",0.4,"Panamanian","Panamanian"
"39339",-81.5,19.5,"-81.5_19.5",0.02,"Panamanian","Panamanian"
"39340",-80.5,19.5,"-80.5_19.5",0.02,"Panamanian","Panamanian"
"39341",-79.5,19.5,"-79.5_19.5",0.01,"Panamanian","Panamanian"
"39343",-77.5,19.5,"-77.5_19.5",0.1,"Panamanian","Panamanian"
"39344",-76.5,19.5,"-76.5_19.5",0.06,"Panamanian","Panamanian"
"39345",-75.5,19.5,"-75.5_19.5",0.1,"Panamanian","Panamanian"
"39346",-74.5,19.5,"-74.5_19.5",0.01,"Panamanian","Panamanian"
"39347",-73.5,19.5,"-73.5_19.5",0.13,"Panamanian","Panamanian"
"39348",-72.5,19.5,"-72.5_19.5",0.71,"Panamanian","Panamanian"
"39349",-71.5,19.5,"-71.5_19.5",0.83,"Panamanian","Panamanian"
"39350",-70.5,19.5,"-70.5_19.5",0.75,"Panamanian","Panamanian"
"39351",-69.5,19.5,"-69.5_19.5",0.2,"Panamanian","Panamanian"
"39404",-16.5,19.5,"-16.5_19.5",0.3,"African","Afrotropical"
"39405",-15.5,19.5,"-15.5_19.5",1,"African","Afrotropical"
"39406",-14.5,19.5,"-14.5_19.5",1,"African","Afrotropical"
"39407",-13.5,19.5,"-13.5_19.5",1,"African","Afrotropical"
"39408",-12.5,19.5,"-12.5_19.5",1,"African","Afrotropical"
"39409",-11.5,19.5,"-11.5_19.5",1,"African","Afrotropical"
"39410",-10.5,19.5,"-10.5_19.5",1,"African","Afrotropical"
"39411",-9.5,19.5,"-9.5_19.5",1,"African","Afrotropical"
"39412",-8.5,19.5,"-8.5_19.5",1,"African","Afrotropical"
"39413",-7.5,19.5,"-7.5_19.5",1,"African","Afrotropical"
"39414",-6.5,19.5,"-6.5_19.5",1,"African","Afrotropical"
"39415",-5.5,19.5,"-5.5_19.5",1,"African","Afrotropical"
"39416",-4.5,19.5,"-4.5_19.5",1,"African","Afrotropical"
"39417",-3.5,19.5,"-3.5_19.5",1,"African","Afrotropical"
"39418",-2.5,19.5,"-2.5_19.5",1,"African","Afrotropical"
"39419",-1.5,19.5,"-1.5_19.5",1,"African","Afrotropical"
"39420",-0.5,19.5,"-0.5_19.5",1,"African","Afrotropical"
"39421",0.5,19.5,"0.5_19.5",1,"African","Afrotropical"
"39422",1.5,19.5,"1.5_19.5",1,"African","Afrotropical"
"39423",2.5,19.5,"2.5_19.5",1,"African","Afrotropical"
"39424",3.5,19.5,"3.5_19.5",1,"African","Afrotropical"
"39425",4.5,19.5,"4.5_19.5",1,"African","Afrotropical"
"39426",5.5,19.5,"5.5_19.5",1,"African","Afrotropical"
"39427",6.5,19.5,"6.5_19.5",1,"African","Afrotropical"
"39428",7.5,19.5,"7.5_19.5",1,"African","Afrotropical"
"39429",8.5,19.5,"8.5_19.5",1,"African","Afrotropical"
"39430",9.5,19.5,"9.5_19.5",1,"African","Afrotropical"
"39431",10.5,19.5,"10.5_19.5",1,"African","Afrotropical"
"39432",11.5,19.5,"11.5_19.5",1,"African","Afrotropical"
"39433",12.5,19.5,"12.5_19.5",1,"African","Afrotropical"
"39434",13.5,19.5,"13.5_19.5",1,"African","Afrotropical"
"39435",14.5,19.5,"14.5_19.5",1,"African","Afrotropical"
"39436",15.5,19.5,"15.5_19.5",1,"African","Afrotropical"
"39437",16.5,19.5,"16.5_19.5",1,"African","Afrotropical"
"39438",17.5,19.5,"17.5_19.5",1,"African","Afrotropical"
"39439",18.5,19.5,"18.5_19.5",1,"African","Afrotropical"
"39440",19.5,19.5,"19.5_19.5",1,"African","Afrotropical"
"39441",20.5,19.5,"20.5_19.5",1,"African","Afrotropical"
"39442",21.5,19.5,"21.5_19.5",1,"African","Afrotropical"
"39443",22.5,19.5,"22.5_19.5",1,"African","Afrotropical"
"39444",23.5,19.5,"23.5_19.5",1,"African","Afrotropical"
"39445",24.5,19.5,"24.5_19.5",1,"African","Afrotropical"
"39446",25.5,19.5,"25.5_19.5",1,"African","Afrotropical"
"39447",26.5,19.5,"26.5_19.5",1,"African","Afrotropical"
"39448",27.5,19.5,"27.5_19.5",1,"African","Afrotropical"
"39449",28.5,19.5,"28.5_19.5",1,"African","Afrotropical"
"39450",29.5,19.5,"29.5_19.5",1,"African","Afrotropical"
"39451",30.5,19.5,"30.5_19.5",1,"African","Afrotropical"
"39452",31.5,19.5,"31.5_19.5",1,"African","Afrotropical"
"39453",32.5,19.5,"32.5_19.5",1,"African","Afrotropical"
"39454",33.5,19.5,"33.5_19.5",1,"African","Afrotropical"
"39455",34.5,19.5,"34.5_19.5",1,"African","Afrotropical"
"39456",35.5,19.5,"35.5_19.5",1,"African","Afrotropical"
"39457",36.5,19.5,"36.5_19.5",1,"African","Afrotropical"
"39458",37.5,19.5,"37.5_19.5",0.32,"African","Afrotropical"
"39461",40.5,19.5,"40.5_19.5",0.15,"Saharo-Arabian","Saharo-Arabian"
"39462",41.5,19.5,"41.5_19.5",0.97,"Saharo-Arabian","Saharo-Arabian"
"39463",42.5,19.5,"42.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39464",43.5,19.5,"43.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39465",44.5,19.5,"44.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39466",45.5,19.5,"45.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39467",46.5,19.5,"46.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39468",47.5,19.5,"47.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39469",48.5,19.5,"48.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39470",49.5,19.5,"49.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39471",50.5,19.5,"50.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39472",51.5,19.5,"51.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39473",52.5,19.5,"52.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39474",53.5,19.5,"53.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39475",54.5,19.5,"54.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39476",55.5,19.5,"55.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39477",56.5,19.5,"56.5_19.5",1,"Saharo-Arabian","Saharo-Arabian"
"39478",57.5,19.5,"57.5_19.5",0.76,"Saharo-Arabian","Saharo-Arabian"
"39493",72.5,19.5,"72.5_19.5",0.25,"Oriental","Oriental"
"39494",73.5,19.5,"73.5_19.5",1,"Oriental","Oriental"
"39495",74.5,19.5,"74.5_19.5",1,"Oriental","Oriental"
"39496",75.5,19.5,"75.5_19.5",1,"Oriental","Oriental"
"39497",76.5,19.5,"76.5_19.5",1,"Oriental","Oriental"
"39498",77.5,19.5,"77.5_19.5",1,"Oriental","Oriental"
"39499",78.5,19.5,"78.5_19.5",1,"Oriental","Oriental"
"39500",79.5,19.5,"79.5_19.5",1,"Oriental","Oriental"
"39501",80.5,19.5,"80.5_19.5",1,"Oriental","Oriental"
"39502",81.5,19.5,"81.5_19.5",1,"Oriental","Oriental"
"39503",82.5,19.5,"82.5_19.5",1,"Oriental","Oriental"
"39504",83.5,19.5,"83.5_19.5",1,"Oriental","Oriental"
"39505",84.5,19.5,"84.5_19.5",0.94,"Oriental","Oriental"
"39506",85.5,19.5,"85.5_19.5",0.26,"Oriental","Oriental"
"39507",86.5,19.5,"86.5_19.5",0.03,"Oriental","Oriental"
"39513",92.5,19.5,"92.5_19.5",0.01,"Oriental","Oriental"
"39514",93.5,19.5,"93.5_19.5",0.42,"Oriental","Oriental"
"39515",94.5,19.5,"94.5_19.5",1,"Oriental","Oriental"
"39516",95.5,19.5,"95.5_19.5",1,"Oriental","Oriental"
"39517",96.5,19.5,"96.5_19.5",1,"Oriental","Oriental"
"39518",97.5,19.5,"97.5_19.5",1,"Oriental","Oriental"
"39519",98.5,19.5,"98.5_19.5",1,"Oriental","Oriental"
"39520",99.5,19.5,"99.5_19.5",1,"Oriental","Oriental"
"39521",100.5,19.5,"100.5_19.5",1,"Oriental","Oriental"
"39522",101.5,19.5,"101.5_19.5",1,"Oriental","Oriental"
"39523",102.5,19.5,"102.5_19.5",1,"Oriental","Oriental"
"39524",103.5,19.5,"103.5_19.5",1,"Oriental","Oriental"
"39525",104.5,19.5,"104.5_19.5",1,"Oriental","Oriental"
"39526",105.5,19.5,"105.5_19.5",0.78,"Oriental","Oriental"
"39529",108.5,19.5,"108.5_19.5",0.19,"Oriental","Oriental"
"39530",109.5,19.5,"109.5_19.5",0.9,"Oriental","Oriental"
"39531",110.5,19.5,"110.5_19.5",0.78,"Oriental","Oriental"
"39542",121.5,19.5,"121.5_19.5",0.08,"Indo-Malayan","Oriental"
"39566",145.5,19.5,"145.5_19.5",0.01,"Papua-Melanesian","Oceanian"
"39587",166.5,19.5,"166.5_19.5",0.01,"Papua-Melanesian","Oceanian"
"39623",-157.5,20.5,"-157.5_20.5",0.01,"North American","Nearctic"
"39624",-156.5,20.5,"-156.5_20.5",0.21,"North American","Nearctic"
"39625",-155.5,20.5,"-155.5_20.5",0.07,"North American","Nearctic"
"39675",-105.5,20.5,"-105.5_20.5",0.47,"Mexican","Nearctic"
"39676",-104.5,20.5,"-104.5_20.5",1,"Mexican","Nearctic"
"39677",-103.5,20.5,"-103.5_20.5",1,"Mexican","Nearctic"
"39678",-102.5,20.5,"-102.5_20.5",1,"Mexican","Nearctic"
"39679",-101.5,20.5,"-101.5_20.5",1,"Mexican","Nearctic"
"39680",-100.5,20.5,"-100.5_20.5",1,"Mexican","Nearctic"
"39681",-99.5,20.5,"-99.5_20.5",1,"Mexican","Nearctic"
"39682",-98.5,20.5,"-98.5_20.5",1,"Mexican","Nearctic"
"39683",-97.5,20.5,"-97.5_20.5",0.9,"Mexican","Nearctic"
"39684",-96.5,20.5,"-96.5_20.5",0.1,"Mexican","Nearctic"
"39690",-90.5,20.5,"-90.5_20.5",0.47,"Panamanian","Panamanian"
"39691",-89.5,20.5,"-89.5_20.5",1,"Panamanian","Panamanian"
"39692",-88.5,20.5,"-88.5_20.5",1,"Panamanian","Panamanian"
"39693",-87.5,20.5,"-87.5_20.5",0.78,"Panamanian","Panamanian"
"39694",-86.5,20.5,"-86.5_20.5",0.06,"Panamanian","Panamanian"
"39701",-79.5,20.5,"-79.5_20.5",0.01,"Panamanian","Panamanian"
"39702",-78.5,20.5,"-78.5_20.5",0.15,"Panamanian","Panamanian"
"39703",-77.5,20.5,"-77.5_20.5",0.45,"Panamanian","Panamanian"
"39704",-76.5,20.5,"-76.5_20.5",1,"Panamanian","Panamanian"
"39705",-75.5,20.5,"-75.5_20.5",0.83,"Panamanian","Panamanian"
"39706",-74.5,20.5,"-74.5_20.5",0.38,"Panamanian","Panamanian"
"39707",-73.5,20.5,"-73.5_20.5",0.05,"Panamanian","Panamanian"
"39708",-72.5,20.5,"-72.5_20.5",0.02,"Panamanian","Panamanian"
"39763",-17.5,20.5,"-17.5_20.5",0.02,"African","Afrotropical"
"39764",-16.5,20.5,"-16.5_20.5",0.4,"African","Afrotropical"
"39765",-15.5,20.5,"-15.5_20.5",1,"African","Afrotropical"
"39766",-14.5,20.5,"-14.5_20.5",1,"African","Afrotropical"
"39767",-13.5,20.5,"-13.5_20.5",1,"African","Afrotropical"
"39768",-12.5,20.5,"-12.5_20.5",1,"African","Afrotropical"
"39769",-11.5,20.5,"-11.5_20.5",1,"African","Afrotropical"
"39770",-10.5,20.5,"-10.5_20.5",1,"African","Afrotropical"
"39771",-9.5,20.5,"-9.5_20.5",1,"African","Afrotropical"
"39772",-8.5,20.5,"-8.5_20.5",1,"African","Afrotropical"
"39773",-7.5,20.5,"-7.5_20.5",1,"African","Afrotropical"
"39774",-6.5,20.5,"-6.5_20.5",1,"African","Afrotropical"
"39775",-5.5,20.5,"-5.5_20.5",1,"African","Afrotropical"
"39776",-4.5,20.5,"-4.5_20.5",1,"African","Afrotropical"
"39777",-3.5,20.5,"-3.5_20.5",1,"African","Afrotropical"
"39778",-2.5,20.5,"-2.5_20.5",1,"African","Afrotropical"
"39779",-1.5,20.5,"-1.5_20.5",1,"African","Afrotropical"
"39780",-0.5,20.5,"-0.5_20.5",1,"African","Afrotropical"
"39781",0.5,20.5,"0.5_20.5",1,"African","Afrotropical"
"39782",1.5,20.5,"1.5_20.5",1,"African","Afrotropical"
"39783",2.5,20.5,"2.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39784",3.5,20.5,"3.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39785",4.5,20.5,"4.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39786",5.5,20.5,"5.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39787",6.5,20.5,"6.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39788",7.5,20.5,"7.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39789",8.5,20.5,"8.5_20.5",1,"African","Afrotropical"
"39790",9.5,20.5,"9.5_20.5",1,"African","Afrotropical"
"39791",10.5,20.5,"10.5_20.5",1,"African","Afrotropical"
"39792",11.5,20.5,"11.5_20.5",1,"African","Afrotropical"
"39793",12.5,20.5,"12.5_20.5",1,"African","Afrotropical"
"39794",13.5,20.5,"13.5_20.5",1,"African","Afrotropical"
"39795",14.5,20.5,"14.5_20.5",1,"African","Afrotropical"
"39796",15.5,20.5,"15.5_20.5",1,"African","Afrotropical"
"39797",16.5,20.5,"16.5_20.5",1,"African","Afrotropical"
"39798",17.5,20.5,"17.5_20.5",1,"African","Afrotropical"
"39799",18.5,20.5,"18.5_20.5",1,"African","Afrotropical"
"39800",19.5,20.5,"19.5_20.5",1,"African","Afrotropical"
"39801",20.5,20.5,"20.5_20.5",1,"African","Afrotropical"
"39802",21.5,20.5,"21.5_20.5",1,"African","Afrotropical"
"39803",22.5,20.5,"22.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39804",23.5,20.5,"23.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39805",24.5,20.5,"24.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39806",25.5,20.5,"25.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39807",26.5,20.5,"26.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39808",27.5,20.5,"27.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39809",28.5,20.5,"28.5_20.5",1,"African","Afrotropical"
"39810",29.5,20.5,"29.5_20.5",1,"African","Afrotropical"
"39811",30.5,20.5,"30.5_20.5",1,"African","Afrotropical"
"39812",31.5,20.5,"31.5_20.5",1,"African","Afrotropical"
"39813",32.5,20.5,"32.5_20.5",1,"African","Afrotropical"
"39814",33.5,20.5,"33.5_20.5",1,"African","Afrotropical"
"39815",34.5,20.5,"34.5_20.5",1,"African","Afrotropical"
"39816",35.5,20.5,"35.5_20.5",1,"African","Afrotropical"
"39817",36.5,20.5,"36.5_20.5",1,"African","Afrotropical"
"39818",37.5,20.5,"37.5_20.5",0.23,"African","Afrotropical"
"39820",39.5,20.5,"39.5_20.5",0.34,"Saharo-Arabian","Saharo-Arabian"
"39821",40.5,20.5,"40.5_20.5",0.93,"Saharo-Arabian","Saharo-Arabian"
"39822",41.5,20.5,"41.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39823",42.5,20.5,"42.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39824",43.5,20.5,"43.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39825",44.5,20.5,"44.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39826",45.5,20.5,"45.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39827",46.5,20.5,"46.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39828",47.5,20.5,"47.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39829",48.5,20.5,"48.5_20.5",1,"Eurasian","Palaearctic"
"39830",49.5,20.5,"49.5_20.5",1,"Eurasian","Palaearctic"
"39831",50.5,20.5,"50.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39832",51.5,20.5,"51.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39833",52.5,20.5,"52.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39834",53.5,20.5,"53.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39835",54.5,20.5,"54.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39836",55.5,20.5,"55.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39837",56.5,20.5,"56.5_20.5",1,"Saharo-Arabian","Saharo-Arabian"
"39838",57.5,20.5,"57.5_20.5",0.93,"Saharo-Arabian","Saharo-Arabian"
"39839",58.5,20.5,"58.5_20.5",0.42,"Saharo-Arabian","Saharo-Arabian"
"39851",70.5,20.5,"70.5_20.5",0.15,"Oriental","Oriental"
"39852",71.5,20.5,"71.5_20.5",0.08,"Oriental","Oriental"
"39853",72.5,20.5,"72.5_20.5",0.19,"Oriental","Oriental"
"39854",73.5,20.5,"73.5_20.5",1,"Oriental","Oriental"
"39855",74.5,20.5,"74.5_20.5",1,"Oriental","Oriental"
"39856",75.5,20.5,"75.5_20.5",1,"Oriental","Oriental"
"39857",76.5,20.5,"76.5_20.5",1,"Oriental","Oriental"
"39858",77.5,20.5,"77.5_20.5",1,"Oriental","Oriental"
"39859",78.5,20.5,"78.5_20.5",1,"Oriental","Oriental"
"39860",79.5,20.5,"79.5_20.5",1,"Oriental","Oriental"
"39861",80.5,20.5,"80.5_20.5",1,"Oriental","Oriental"
"39862",81.5,20.5,"81.5_20.5",1,"Oriental","Oriental"
"39863",82.5,20.5,"82.5_20.5",1,"Oriental","Oriental"
"39864",83.5,20.5,"83.5_20.5",1,"Oriental","Oriental"
"39865",84.5,20.5,"84.5_20.5",1,"Oriental","Oriental"
"39866",85.5,20.5,"85.5_20.5",1,"Oriental","Oriental"
"39867",86.5,20.5,"86.5_20.5",0.75,"Oriental","Oriental"
"39873",92.5,20.5,"92.5_20.5",0.38,"Oriental","Oriental"
"39874",93.5,20.5,"93.5_20.5",0.96,"Oriental","Oriental"
"39875",94.5,20.5,"94.5_20.5",1,"Oriental","Oriental"
"39876",95.5,20.5,"95.5_20.5",1,"Oriental","Oriental"
"39877",96.5,20.5,"96.5_20.5",1,"Oriental","Oriental"
"39878",97.5,20.5,"97.5_20.5",1,"Oriental","Oriental"
"39879",98.5,20.5,"98.5_20.5",1,"Oriental","Oriental"
"39880",99.5,20.5,"99.5_20.5",1,"Oriental","Oriental"
"39881",100.5,20.5,"100.5_20.5",1,"Oriental","Oriental"
"39882",101.5,20.5,"101.5_20.5",1,"Oriental","Oriental"
"39883",102.5,20.5,"102.5_20.5",1,"Oriental","Oriental"
"39884",103.5,20.5,"103.5_20.5",1,"Oriental","Oriental"
"39885",104.5,20.5,"104.5_20.5",1,"Oriental","Oriental"
"39886",105.5,20.5,"105.5_20.5",1,"Oriental","Oriental"
"39887",106.5,20.5,"106.5_20.5",0.64,"Oriental","Oriental"
"39888",107.5,20.5,"107.5_20.5",0.06,"Oriental","Oriental"
"39890",109.5,20.5,"109.5_20.5",0.16,"Oriental","Oriental"
"39891",110.5,20.5,"110.5_20.5",0.36,"Oriental","Oriental"
"39902",121.5,20.5,"121.5_20.5",0.04,"Oriental","Oriental"
"39925",144.5,20.5,"144.5_20.5",0.01,"Papua-Melanesian","Oceanian"
"39926",145.5,20.5,"145.5_20.5",0.01,"Papua-Melanesian","Oceanian"
"39980",-160.5,21.5,"-160.5_21.5",0.03,"North American","Nearctic"
"39981",-159.5,21.5,"-159.5_21.5",0.02,"North American","Nearctic"
"39982",-158.5,21.5,"-158.5_21.5",0.07,"North American","Nearctic"
"39983",-157.5,21.5,"-157.5_21.5",0.1,"North American","Nearctic"
"39984",-156.5,21.5,"-156.5_21.5",0.03,"North American","Nearctic"
"40034",-106.5,21.5,"-106.5_21.5",0.09,"Mexican","Nearctic"
"40035",-105.5,21.5,"-105.5_21.5",0.34,"Mexican","Nearctic"
"40036",-104.5,21.5,"-104.5_21.5",1,"Mexican","Nearctic"
"40037",-103.5,21.5,"-103.5_21.5",1,"Mexican","Nearctic"
"40038",-102.5,21.5,"-102.5_21.5",1,"Mexican","Nearctic"
"40039",-101.5,21.5,"-101.5_21.5",1,"Mexican","Nearctic"
"40040",-100.5,21.5,"-100.5_21.5",1,"Mexican","Nearctic"
"40041",-99.5,21.5,"-99.5_21.5",1,"Mexican","Nearctic"
"40042",-98.5,21.5,"-98.5_21.5",1,"Mexican","Nearctic"
"40043",-97.5,21.5,"-97.5_21.5",0.53,"Mexican","Nearctic"
"40050",-90.5,21.5,"-90.5_21.5",0.04,"Panamanian","Panamanian"
"40051",-89.5,21.5,"-89.5_21.5",0.28,"Panamanian","Panamanian"
"40052",-88.5,21.5,"-88.5_21.5",0.48,"Panamanian","Panamanian"
"40053",-87.5,21.5,"-87.5_21.5",0.47,"Panamanian","Panamanian"
"40054",-86.5,21.5,"-86.5_21.5",0.06,"Panamanian","Panamanian"
"40056",-84.5,21.5,"-84.5_21.5",0.11,"Panamanian","Panamanian"
"40057",-83.5,21.5,"-83.5_21.5",0.03,"Panamanian","Panamanian"
"40058",-82.5,21.5,"-82.5_21.5",0.17,"Panamanian","Panamanian"
"40059",-81.5,21.5,"-81.5_21.5",0.01,"Panamanian","Panamanian"
"40060",-80.5,21.5,"-80.5_21.5",0.05,"Panamanian","Panamanian"
"40061",-79.5,21.5,"-79.5_21.5",0.43,"Panamanian","Panamanian"
"40062",-78.5,21.5,"-78.5_21.5",0.72,"Panamanian","Panamanian"
"40063",-77.5,21.5,"-77.5_21.5",0.75,"Panamanian","Panamanian"
"40064",-76.5,21.5,"-76.5_21.5",0.3,"Panamanian","Panamanian"
"40065",-75.5,21.5,"-75.5_21.5",0.04,"Panamanian","Panamanian"
"40067",-73.5,21.5,"-73.5_21.5",0.13,"Panamanian","Panamanian"
"40068",-72.5,21.5,"-72.5_21.5",0.03,"Panamanian","Panamanian"
"40069",-71.5,21.5,"-71.5_21.5",0.07,"Panamanian","Panamanian"
"40124",-16.5,21.5,"-16.5_21.5",0.94,"African","Afrotropical"
"40125",-15.5,21.5,"-15.5_21.5",1,"African","Afrotropical"
"40126",-14.5,21.5,"-14.5_21.5",1,"African","Afrotropical"
"40127",-13.5,21.5,"-13.5_21.5",1,"African","Afrotropical"
"40128",-12.5,21.5,"-12.5_21.5",1,"African","Afrotropical"
"40129",-11.5,21.5,"-11.5_21.5",1,"African","Afrotropical"
"40130",-10.5,21.5,"-10.5_21.5",1,"African","Afrotropical"
"40131",-9.5,21.5,"-9.5_21.5",1,"African","Afrotropical"
"40132",-8.5,21.5,"-8.5_21.5",1,"African","Afrotropical"
"40133",-7.5,21.5,"-7.5_21.5",1,"African","Afrotropical"
"40134",-6.5,21.5,"-6.5_21.5",1,"African","Afrotropical"
"40135",-5.5,21.5,"-5.5_21.5",1,"African","Afrotropical"
"40136",-4.5,21.5,"-4.5_21.5",1,"African","Afrotropical"
"40137",-3.5,21.5,"-3.5_21.5",1,"African","Afrotropical"
"40138",-2.5,21.5,"-2.5_21.5",1,"African","Afrotropical"
"40139",-1.5,21.5,"-1.5_21.5",1,"African","Afrotropical"
"40140",-0.5,21.5,"-0.5_21.5",1,"African","Afrotropical"
"40141",0.5,21.5,"0.5_21.5",1,"African","Afrotropical"
"40142",1.5,21.5,"1.5_21.5",1,"African","Afrotropical"
"40143",2.5,21.5,"2.5_21.5",1,"Saharo-Arabian","Saharo-Arabian"
"40144",3.5,21.5,"3.5_21.5",1,"Saharo-Arabian","Saharo-Arabian"
"40145",4.5,21.5,"4.5_21.5",1,"Saharo-Arabian","Saharo-Arabian"
"40146",5.5,21.5,"5.5_21.5",1,"Saharo-Arabian","Saharo-Arabian"
"40147",6.5,21.5,"6.5_21.5",1,"Saharo-Arabian","Saharo-Arabian"
"40148",7.5,21.5,"7.5_21.5",1,"Saharo-Arabian","Saharo-Arabian"
"40149",8.5,21.5,"8.5_21.5",1,"African","Afrotropical"
"40150",9.5,21.5,"9.5_21.5",1,"African","Afrotropical"
"40151",10.5,21.5,"10.5_21.5",1,"African","Afrotropical"
"40152",11.5,21.5,"11.5_21.5",1,"African","Afrotropical"
"40153",12.5,21.5,"12.5_21.5",1,"African","Afrotropical"
"40154",13.5,21.5,"13.5_21.5",1,"African","Afrotropical"
"40155",14.5,21.5,"14.5_21.5",1,"African","Afrotropical"
"40156",15.5,21.5,"15.5_21.5",1,"African","Afrotropical"
"40157",16.5,21.5,"16.5_21.5",1,"African","Afrotropical"
